,y,x,lon,lat,geometry_x,index_right,voronoi_id_x,OBJECTID,name,amenity,healthcare,healthcare_speciality,operator,operator_type,contact_phone,contact_website,contact_email,contact_fax,addr,address_full,address_street,address_housenumber,address_postcode,address_city,address_housename,address_suburb,address_subdistrict,address_district,address_province,address_state,denomination,religion,emergency,rooms,beds,capacity,wheelchair,wikidata,wikipedia,ORIG_FID,GlobalID,geometry_y,voronoi_id_y,travel_time
785,6033379.8957929965,514465.2305903219,9.223078,54.447899,POINT (514465.2305903219 6033379.8957929965),6.0,6.0,23309.0,Ärztliche Gemeinschaftspraxis Ostenfeld,doctors,doctor,general,,,,,,,,,Hauptstraße,34a,25872,Ostenfeld (Husum),,,,,,,,,,,,,,,,11782.0,{769E8628-AA0D-48B3-AA7D-15F0DF818DE3},POINT (515490.7270711702 6034810.701852776),6.0,7.821457297297293
786,6033344.933432779,504357.78107345046,9.067204,54.447772,POINT (504357.78107345046 6033344.933432779),4.0,4.0,24236.0,Dr. med. Ernst-Helmut Müller,doctors,doctor,,,,,,,,,,Am Ehrenhain,16,25866,Mildstedt,,,,,,,,,,,,,limited,,,19079.0,{99E06CBB-11A5-443C-AEF9-94C722294F98},POINT (505967.5082834433 6035343.05063949),4.0,8.808553497047697
787,6033343.218047927,514443.1049764584,9.222735,54.44757,POINT (514443.1049764584 6033343.218047927),6.0,6.0,23309.0,Ärztliche Gemeinschaftspraxis Ostenfeld,doctors,doctor,general,,,,,,,,,Hauptstraße,34a,25872,Ostenfeld (Husum),,,,,,,,,,,,,,,,11782.0,{769E8628-AA0D-48B3-AA7D-15F0DF818DE3},POINT (515490.7270711702 6034810.701852776),6.0,7.960203243243239
788,6033345.151888294,504353.5011531192,9.067138,54.447774,POINT (504353.5011531192 6033345.151888294),4.0,4.0,24236.0,Dr. med. Ernst-Helmut Müller,doctors,doctor,,,,,,,,,,Am Ehrenhain,16,25866,Mildstedt,,,,,,,,,,,,,limited,,,19079.0,{99E06CBB-11A5-443C-AEF9-94C722294F98},POINT (505967.5082834433 6035343.05063949),4.0,8.832532297047695
789,6037193.633350473,505499.3264099291,9.08488,54.48235,POINT (505499.3264099291 6037193.633350473),1.0,1.0,18145.0,Theodor Formella,doctors,doctor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{69481A3E-ECE4-4AA3-BDF3-482D28EDAB34},POINT (504079.6630509812 6036841.866162099),1.0,5.24510918918919
790,6033285.853260513,514388.5566389494,9.221891,54.447056,POINT (514388.5566389494 6033285.853260513),6.0,6.0,23309.0,Ärztliche Gemeinschaftspraxis Ostenfeld,doctors,doctor,general,,,,,,,,,Hauptstraße,34a,25872,Ostenfeld (Husum),,,,,,,,,,,,,,,,11782.0,{769E8628-AA0D-48B3-AA7D-15F0DF818DE3},POINT (515490.7270711702 6034810.701852776),6.0,8.216487567567563
791,6036840.573062981,505014.83001210477,9.077396,54.479182,POINT (505014.83001210477 6036840.573062981),1.0,1.0,18145.0,Theodor Formella,doctors,doctor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{69481A3E-ECE4-4AA3-BDF3-482D28EDAB34},POINT (504079.6630509812 6036841.866162099),1.0,3.9619459459459456
792,6036870.495407881,505006.5034728636,9.077268,54.479451,POINT (505006.5034728636 6036870.495407881),1.0,1.0,18145.0,Theodor Formella,doctors,doctor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{69481A3E-ECE4-4AA3-BDF3-482D28EDAB34},POINT (504079.6630509812 6036841.866162099),1.0,3.8612951351351352
793,6033240.416442537,514340.84320269804,9.221153,54.446649,POINT (514340.84320269804 6033240.416442537),6.0,6.0,23309.0,Ärztliche Gemeinschaftspraxis Ostenfeld,doctors,doctor,general,,,,,,,,,Hauptstraße,34a,25872,Ostenfeld (Husum),,,,,,,,,,,,,,,,11782.0,{769E8628-AA0D-48B3-AA7D-15F0DF818DE3},POINT (515490.7270711702 6034810.701852776),6.0,8.429776216216213
794,6033164.952802326,514262.48512743047,9.219941,54.445973,POINT (514262.48512743047 6033164.952802326),6.0,6.0,23309.0,Ärztliche Gemeinschaftspraxis Ostenfeld,doctors,doctor,general,,,,,,,,,Hauptstraße,34a,25872,Ostenfeld (Husum),,,,,,,,,,,,,,,,11782.0,{769E8628-AA0D-48B3-AA7D-15F0DF818DE3},POINT (515490.7270711702 6034810.701852776),6.0,8.782225945945942
795,6038204.154898563,503841.2899469068,9.059302,54.491447,POINT (503841.2899469068 6038204.154898563),0.0,0.0,19679.0,Gemeinschaftspraxis Husum,doctors,doctor,,Carsten Philipzig,,,,,,,,,,,,,,,,,,,,,,,,,,,,{84FC446C-314C-4270-B04F-0CF12E0DC25B},POINT (504035.3906897929 6037264.69532552),0.0,9.259105945945947
796,6033125.717082417,514240.4296620898,9.219599,54.445621,POINT (514240.4296620898 6033125.717082417),6.0,6.0,23309.0,Ärztliche Gemeinschaftspraxis Ostenfeld,doctors,doctor,general,,,,,,,,,Hauptstraße,34a,25872,Ostenfeld (Husum),,,,,,,,,,,,,,,,11782.0,{769E8628-AA0D-48B3-AA7D-15F0DF818DE3},POINT (515490.7270711702 6034810.701852776),6.0,8.928930810810808
797,6036964.849171758,503441.59125624667,9.053117,54.480312,POINT (503441.59125624667 6036964.849171758),5.0,5.0,8809.0,Lucas Lomba,doctors,doctor,,,,,,,,,,Schulstraße,4,25813,Husum,,,,,,,,,,,,,,,,,{1A08B07A-8DD6-4D5D-89E7-E2EBD8FC17BC},POINT (503495.82315955346 6036769.846219812),5.0,0.4940302702702703
798,6033051.442801733,514221.98474805354,9.219311,54.444954,POINT (514221.98474805354 6033051.442801733),6.0,6.0,23309.0,Ärztliche Gemeinschaftspraxis Ostenfeld,doctors,doctor,general,,,,,,,,,Hauptstraße,34a,25872,Ostenfeld (Husum),,,,,,,,,,,,,,,,11782.0,{769E8628-AA0D-48B3-AA7D-15F0DF818DE3},POINT (515490.7270711702 6034810.701852776),6.0,9.177077837837835
799,6037163.966988595,503368.55242523,9.051992,54.482102,POINT (503368.55242523 6037163.966988595),9.0,9.0,14732.0,Uro-Praxis-Nord,doctors,doctor,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,{FB16AB6F-51F9-4B0D-BBAA-CA79DFF647EE},POINT (503327.33198565734 6037272.0906744385),9.0,0.29749945945945944
800,6037152.17463222,503371.5414758173,9.052038,54.481996,POINT (503371.5414758173 6037152.17463222),9.0,9.0,14732.0,Uro-Praxis-Nord,doctors,doctor,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,{FB16AB6F-51F9-4B0D-BBAA-CA79DFF647EE},POINT (503327.33198565734 6037272.0906744385),9.0,0.3369405405405405
801,6033013.690487287,514211.72638451407,9.219151,54.444615,POINT (514211.72638451407 6033013.690487287),6.0,6.0,23309.0,Ärztliche Gemeinschaftspraxis Ostenfeld,doctors,doctor,general,,,,,,,,,Hauptstraße,34a,25872,Ostenfeld (Husum),,,,,,,,,,,,,,,,11782.0,{769E8628-AA0D-48B3-AA7D-15F0DF818DE3},POINT (515490.7270711702 6034810.701852776),6.0,9.303852972972967
802,6032955.908058597,514200.9464794044,9.218982,54.444096,POINT (514200.9464794044 6032955.908058597),6.0,6.0,23309.0,Ärztliche Gemeinschaftspraxis Ostenfeld,doctors,doctor,general,,,,,,,,,Hauptstraße,34a,25872,Ostenfeld (Husum),,,,,,,,,,,,,,,,11782.0,{769E8628-AA0D-48B3-AA7D-15F0DF818DE3},POINT (515490.7270711702 6034810.701852776),6.0,9.494348108108102
803,6032902.892074508,514184.3148869682,9.218723,54.44362,POINT (514184.3148869682 6032902.892074508),6.0,6.0,23309.0,Ärztliche Gemeinschaftspraxis Ostenfeld,doctors,doctor,general,,,,,,,,,Hauptstraße,34a,25872,Ostenfeld (Husum),,,,,,,,,,,,,,,,11782.0,{769E8628-AA0D-48B3-AA7D-15F0DF818DE3},POINT (515490.7270711702 6034810.701852776),6.0,9.674860540540536
804,6032871.345134232,514165.73561253445,9.218435,54.443337,POINT (514165.73561253445 6032871.345134232),6.0,6.0,23309.0,Ärztliche Gemeinschaftspraxis Ostenfeld,doctors,doctor,general,,,,,,,,,Hauptstraße,34a,25872,Ostenfeld (Husum),,,,,,,,,,,,,,,,11782.0,{769E8628-AA0D-48B3-AA7D-15F0DF818DE3},POINT (515490.7270711702 6034810.701852776),6.0,9.793796756756752
805,6032841.783630946,514141.5078087962,9.21806,54.443072,POINT (514141.5078087962 6032841.783630946),6.0,6.0,23309.0,Ärztliche Gemeinschaftspraxis Ostenfeld,doctors,doctor,general,,,,,,,,,Hauptstraße,34a,25872,Ostenfeld (Husum),,,,,,,,,,,,,,,,11782.0,{769E8628-AA0D-48B3-AA7D-15F0DF818DE3},POINT (515490.7270711702 6034810.701852776),6.0,9.917562162162158
806,6032759.540689815,514064.6520709414,9.216871,54.442335,POINT (514064.6520709414 6032759.540689815),6.0,6.0,23309.0,Ärztliche Gemeinschaftspraxis Ostenfeld,doctors,doctor,general,,,,,,,,,Hauptstraße,34a,25872,Ostenfeld (Husum),,,,,,,,,,,,,,,,11782.0,{769E8628-AA0D-48B3-AA7D-15F0DF818DE3},POINT (515490.7270711702 6034810.701852776),6.0,10.282005405405403
807,6037550.683280911,502790.51995526283,9.043074,54.485581,POINT (502790.51995526283 6037550.683280911),9.0,9.0,14732.0,Uro-Praxis-Nord,doctors,doctor,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,{FB16AB6F-51F9-4B0D-BBAA-CA79DFF647EE},POINT (503327.33198565734 6037272.0906744385),9.0,2.518517837837837
808,6037497.10944027,502702.1858566018,9.04171,54.4851,POINT (502702.1858566018 6037497.10944027),9.0,9.0,14732.0,Uro-Praxis-Nord,doctors,doctor,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,{FB16AB6F-51F9-4B0D-BBAA-CA79DFF647EE},POINT (503327.33198565734 6037272.0906744385),9.0,2.857524324324324
809,6036130.882933048,503583.2351579746,9.055293,54.472816,POINT (503583.2351579746 6036130.882933048),3.0,3.0,16233.0,Praxis ohne Grenzen,doctors,doctor,,Diakonisches Werk,,,,,,,,,,,,,,,,,,,,,,,,,,,,{B2E794E0-8AF5-4704-B658-9D917EBC687A},POINT (503347.8105594618 6036531.941358078),3.0,1.8245189189189186
810,6036110.863338777,503594.5269193299,9.055467,54.472636,POINT (503594.5269193299 6036110.863338777),3.0,3.0,16233.0,Praxis ohne Grenzen,doctors,doctor,,Diakonisches Werk,,,,,,,,,,,,,,,,,,,,,,,,,,,,{B2E794E0-8AF5-4704-B658-9D917EBC687A},POINT (503347.8105594618 6036531.941358078),3.0,1.9003135135135132
811,6036106.101521441,503623.30403996166,9.055911,54.472593,POINT (503623.30403996166 6036106.101521441),3.0,3.0,16233.0,Praxis ohne Grenzen,doctors,doctor,,Diakonisches Werk,,,,,,,,,,,,,,,,,,,,,,,,,,,,{B2E794E0-8AF5-4704-B658-9D917EBC687A},POINT (503347.8105594618 6036531.941358078),3.0,1.9946432432432428
812,6036331.19466169,503617.3579256318,9.055822,54.474616,POINT (503617.3579256318 6036331.19466169),3.0,3.0,16233.0,Praxis ohne Grenzen,doctors,doctor,,Diakonisches Werk,,,,,,,,,,,,,,,,,,,,,,,,,,,,{B2E794E0-8AF5-4704-B658-9D917EBC687A},POINT (503347.8105594618 6036531.941358078),3.0,1.1392281081081082
813,6037025.857262091,505956.9595081339,9.09194,54.480837,POINT (505956.9595081339 6037025.857262091),2.0,2.0,6362.0,Praxis Harald Körner,doctors,doctor,,,,,,,,,,Mauweg,35,25866,Mildstedt,,,,,,,,,,,,,yes,,,,{3D81FC51-3443-49A2-BC7E-6E16C7AB5C90},POINT (506029.23332314467 6035590.365035542),2.0,6.538774054054053
814,6036298.567423047,503724.1777446652,9.05747,54.474322,POINT (503724.1777446652 6036298.567423047),3.0,3.0,16233.0,Praxis ohne Grenzen,doctors,doctor,,Diakonisches Werk,,,,,,,,,,,,,,,,,,,,,,,,,,,,{B2E794E0-8AF5-4704-B658-9D917EBC687A},POINT (503347.8105594618 6036531.941358078),3.0,1.528722162162162
815,6037294.35212493,505328.55318773066,9.082246,54.483257,POINT (505328.55318773066 6037294.35212493),0.0,0.0,19679.0,Gemeinschaftspraxis Husum,doctors,doctor,,Carsten Philipzig,,,,,,,,,,,,,,,,,,,,,,,,,,,,{84FC446C-314C-4270-B04F-0CF12E0DC25B},POINT (504035.3906897929 6037264.69532552),0.0,4.731492972972973
816,6034954.268259576,514953.6684147175,9.23069,54.462034,POINT (514953.6684147175 6034954.268259576),6.0,6.0,23309.0,Ärztliche Gemeinschaftspraxis Ostenfeld,doctors,doctor,general,,,,,,,,,Hauptstraße,34a,25872,Ostenfeld (Husum),,,,,,,,,,,,,,,,11782.0,{769E8628-AA0D-48B3-AA7D-15F0DF818DE3},POINT (515490.7270711702 6034810.701852776),6.0,2.2543394594594597
817,6035781.541288675,504279.88765157707,9.066038,54.469671,POINT (504279.88765157707 6035781.541288675),1.0,1.0,18145.0,Theodor Formella,doctors,doctor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{69481A3E-ECE4-4AA3-BDF3-482D28EDAB34},POINT (504079.6630509812 6036841.866162099),1.0,4.465711888939586
818,6035784.103885554,504283.5145787619,9.066094,54.469694,POINT (504283.5145787619 6035784.103885554),1.0,1.0,18145.0,Theodor Formella,doctors,doctor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{69481A3E-ECE4-4AA3-BDF3-482D28EDAB34},POINT (504079.6630509812 6036841.866162099),1.0,4.440099388939586
819,6035826.574667309,504247.05212002335,9.065532,54.470076,POINT (504247.05212002335 6035826.574667309),1.0,1.0,18145.0,Theodor Formella,doctors,doctor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{69481A3E-ECE4-4AA3-BDF3-482D28EDAB34},POINT (504079.6630509812 6036841.866162099),1.0,4.398175888939586
820,6037075.309113962,503400.75429797784,9.052488,54.481305,POINT (503400.75429797784 6037075.309113962),9.0,9.0,14732.0,Uro-Praxis-Nord,doctors,doctor,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,{FB16AB6F-51F9-4B0D-BBAA-CA79DFF647EE},POINT (503327.33198565734 6037272.0906744385),9.0,0.6041578378378377
821,6035892.258538608,504164.2960490542,9.064256,54.470667,POINT (504164.2960490542 6035892.258538608),1.0,1.0,18145.0,Theodor Formella,doctors,doctor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{69481A3E-ECE4-4AA3-BDF3-482D28EDAB34},POINT (504079.6630509812 6036841.866162099),1.0,4.345389388939586
822,6035895.59915893,504167.0797394906,9.064299,54.470697,POINT (504167.0797394906 6035895.59915893),1.0,1.0,18145.0,Theodor Formella,doctors,doctor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{69481A3E-ECE4-4AA3-BDF3-482D28EDAB34},POINT (504079.6630509812 6036841.866162099),1.0,4.318951138939586
823,6037429.2645742195,502560.5389325847,9.039523,54.484491,POINT (502560.5389325847 6037429.2645742195),7.0,7.0,12092.0,Dr. med. Ronan Steinhart,doctors,doctor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{699BF0E7-018C-41A2-921B-8C4F6A84749E},POINT (503031.4562641241 6036863.369720797),7.0,8.757630911192376
824,6037430.707734696,502554.57780629006,9.039431,54.484504,POINT (502554.57780629006 6037430.707734696),7.0,7.0,12092.0,Dr. med. Ronan Steinhart,doctors,doctor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{699BF0E7-018C-41A2-921B-8C4F6A84749E},POINT (503031.4562641241 6036863.369720797),7.0,8.789643827859042
825,6037379.294397782,502542.3619060354,9.039242,54.484042,POINT (502542.3619060354 6037379.294397782),7.0,7.0,12092.0,Dr. med. Ronan Steinhart,doctors,doctor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{699BF0E7-018C-41A2-921B-8C4F6A84749E},POINT (503031.4562641241 6036863.369720797),7.0,8.757942227859042
826,6036939.375169794,506429.7384714253,9.099235,54.480054,POINT (506429.7384714253 6036939.375169794),2.0,2.0,6362.0,Praxis Harald Körner,doctors,doctor,,,,,,,,,,Mauweg,35,25866,Mildstedt,,,,,,,,,,,,,yes,,,,{3D81FC51-3443-49A2-BC7E-6E16C7AB5C90},POINT (506029.23332314467 6035590.365035542),2.0,4.7923654054054055
827,6037357.709061471,502544.0584034719,9.039268,54.483848,POINT (502544.0584034719 6037357.709061471),7.0,7.0,12092.0,Dr. med. Ronan Steinhart,doctors,doctor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{699BF0E7-018C-41A2-921B-8C4F6A84749E},POINT (503031.4562641241 6036863.369720797),7.0,8.713577711192375
828,6037327.548907643,502533.0613517304,9.039098,54.483577,POINT (502533.0613517304 6037327.548907643),7.0,7.0,12092.0,Dr. med. Ronan Steinhart,doctors,doctor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{699BF0E7-018C-41A2-921B-8C4F6A84749E},POINT (503031.4562641241 6036863.369720797),7.0,8.726420627859042
829,6037379.297471072,502547.86878007394,9.039327,54.484042,POINT (502547.86878007394 6037379.297471072),7.0,7.0,12092.0,Dr. med. Ronan Steinhart,doctors,doctor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{699BF0E7-018C-41A2-921B-8C4F6A84749E},POINT (503031.4562641241 6036863.369720797),7.0,8.726721311192374
830,6037256.001536503,502531.0926468443,9.039067,54.482934,POINT (502531.0926468443 6037256.001536503),7.0,7.0,12092.0,Dr. med. Ronan Steinhart,doctors,doctor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{699BF0E7-018C-41A2-921B-8C4F6A84749E},POINT (503031.4562641241 6036863.369720797),7.0,8.652092111192374
831,6037255.998842345,502526.23350897856,9.038992,54.482934,POINT (502526.23350897856 6037255.998842345),7.0,7.0,12092.0,Dr. med. Ronan Steinhart,doctors,doctor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{699BF0E7-018C-41A2-921B-8C4F6A84749E},POINT (503031.4562641241 6036863.369720797),7.0,8.683314227859041
832,6035911.480588754,504134.01332549704,9.063789,54.47084,POINT (504134.01332549704 6035911.480588754),1.0,1.0,18145.0,Theodor Formella,doctors,doctor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{69481A3E-ECE4-4AA3-BDF3-482D28EDAB34},POINT (504079.6630509812 6036841.866162099),1.0,4.318549888939586
833,6035913.137003961,504359.54243121657,9.067269,54.470853,POINT (504359.54243121657 6035913.137003961),1.0,1.0,18145.0,Theodor Formella,doctors,doctor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{69481A3E-ECE4-4AA3-BDF3-482D28EDAB34},POINT (504079.6630509812 6036841.866162099),1.0,4.389769346735018
834,6035924.223746782,504317.27735384676,9.066617,54.470953,POINT (504317.27735384676 6035924.223746782),1.0,1.0,18145.0,Theodor Formella,doctors,doctor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{69481A3E-ECE4-4AA3-BDF3-482D28EDAB34},POINT (504079.6630509812 6036841.866162099),1.0,4.357316020022009
835,6036898.649289376,502611.311066553,9.040302,54.479722,POINT (502611.311066553 6036898.649289376),7.0,7.0,12092.0,Dr. med. Ronan Steinhart,doctors,doctor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{699BF0E7-018C-41A2-921B-8C4F6A84749E},POINT (503031.4562641241 6036863.369720797),7.0,8.462154308147026
836,6035654.638354955,505747.9188499754,9.088687,54.468516,POINT (505747.9188499754 6035654.638354955),2.0,2.0,6362.0,Praxis Harald Körner,doctors,doctor,,,,,,,,,,Mauweg,35,25866,Mildstedt,,,,,,,,,,,,,yes,,,,{3D81FC51-3443-49A2-BC7E-6E16C7AB5C90},POINT (506029.23332314467 6035590.365035542),2.0,1.5473448648648649
837,6035948.260336417,504200.66655239114,9.064818,54.47117,POINT (504200.66655239114 6035948.260336417),1.0,1.0,18145.0,Theodor Formella,doctors,doctor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{69481A3E-ECE4-4AA3-BDF3-482D28EDAB34},POINT (504079.6630509812 6036841.866162099),1.0,4.268550876029954
838,6035947.859422954,504248.3649850806,9.065554,54.471166,POINT (504248.3649850806 6035947.859422954),1.0,1.0,18145.0,Theodor Formella,doctors,doctor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{69481A3E-ECE4-4AA3-BDF3-482D28EDAB34},POINT (504079.6630509812 6036841.866162099),1.0,4.3032020676883445
839,6035937.8728063945,504277.9264102375,9.06601,54.471076,POINT (504277.9264102375 6035937.8728063945),1.0,1.0,18145.0,Theodor Formella,doctors,doctor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{69481A3E-ECE4-4AA3-BDF3-482D28EDAB34},POINT (504079.6630509812 6036841.866162099),1.0,4.326378333825385
840,6035953.289770312,504224.8349605821,9.065191,54.471215,POINT (504224.8349605821 6035953.289770312),1.0,1.0,18145.0,Theodor Formella,doctors,doctor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{69481A3E-ECE4-4AA3-BDF3-482D28EDAB34},POINT (504079.6630509812 6036841.866162099),1.0,4.285267608899864
841,6035956.514537674,504222.6285355795,9.065157,54.471244,POINT (504222.6285355795 6035956.514537674),1.0,1.0,18145.0,Theodor Formella,doctors,doctor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{69481A3E-ECE4-4AA3-BDF3-482D28EDAB34},POINT (504079.6630509812 6036841.866162099),1.0,4.2831434778174415
842,6035959.950112708,504207.7197507087,9.064927,54.471275,POINT (504207.7197507087 6035959.950112708),1.0,1.0,18145.0,Theodor Formella,doctors,doctor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{69481A3E-ECE4-4AA3-BDF3-482D28EDAB34},POINT (504079.6630509812 6036841.866162099),1.0,4.271781015056766
843,6035970.755078158,504220.5415377291,9.065125,54.471372,POINT (504220.5415377291 6035970.755078158),1.0,1.0,18145.0,Theodor Formella,doctors,doctor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{69481A3E-ECE4-4AA3-BDF3-482D28EDAB34},POINT (504079.6630509812 6036841.866162099),1.0,4.282637023001155
844,6035974.612968846,504057.61375225725,9.062611,54.471408,POINT (504057.61375225725 6035974.612968846),1.0,1.0,18145.0,Theodor Formella,doctors,doctor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{69481A3E-ECE4-4AA3-BDF3-482D28EDAB34},POINT (504079.6630509812 6036841.866162099),1.0,4.16052406371615
845,6035980.06556396,504058.0625499585,9.062618,54.471457,POINT (504058.0625499585 6035980.06556396),1.0,1.0,18145.0,Theodor Formella,doctors,doctor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{69481A3E-ECE4-4AA3-BDF3-482D28EDAB34},POINT (504079.6630509812 6036841.866162099),1.0,4.159829177916746
846,6035987.618121033,504042.5670596209,9.062379,54.471525,POINT (504042.5670596209 6035987.618121033),1.0,1.0,18145.0,Theodor Formella,doctors,doctor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{69481A3E-ECE4-4AA3-BDF3-482D28EDAB34},POINT (504079.6630509812 6036841.866162099),1.0,4.147421779704233
847,6042059.361593198,501708.0968066889,9.026392,54.526106,POINT (501708.0968066889 6042059.361593198),9.0,9.0,14732.0,Uro-Praxis-Nord,doctors,doctor,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,{FB16AB6F-51F9-4B0D-BBAA-CA79DFF647EE},POINT (503327.33198565734 6037272.0906744385),9.0,13.837488893822398
848,6035985.9868102,504207.3717061184,9.064922,54.471509,POINT (504207.3717061184 6035985.9868102),1.0,1.0,18145.0,Theodor Formella,doctors,doctor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{69481A3E-ECE4-4AA3-BDF3-482D28EDAB34},POINT (504079.6630509812 6036841.866162099),1.0,4.270680220617838
849,6035990.414293049,504058.8310240568,9.06263,54.47155,POINT (504058.8310240568 6035990.414293049),1.0,1.0,18145.0,Theodor Formella,doctors,doctor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{69481A3E-ECE4-4AA3-BDF3-482D28EDAB34},POINT (504079.6630509812 6036841.866162099),1.0,4.158875106417242
850,6042636.0820277585,501401.01588298514,9.02165,54.53129,POINT (501401.01588298514 6042636.0820277585),9.0,9.0,14732.0,Uro-Praxis-Nord,doctors,doctor,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,{FB16AB6F-51F9-4B0D-BBAA-CA79DFF647EE},POINT (503327.33198565734 6037272.0906744385),9.0,15.954074839768344
851,6035995.032111415,503995.9646351154,9.06166,54.471592,POINT (503995.9646351154 6035995.032111415),3.0,3.0,16233.0,Praxis ohne Grenzen,doctors,doctor,,Diakonisches Werk,,,,,,,,,,,,,,,,,,,,,,,,,,,,{B2E794E0-8AF5-4704-B658-9D917EBC687A},POINT (503347.8105594618 6036531.941358078),3.0,6.9060324759118625
852,6042086.970089305,500018.574597693,9.000287,54.526357,POINT (500018.574597693 6042086.970089305),9.0,9.0,14732.0,Uro-Praxis-Nord,doctors,doctor,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,{FB16AB6F-51F9-4B0D-BBAA-CA79DFF647EE},POINT (503327.33198565734 6037272.0906744385),9.0,18.82998835328186
853,6035994.22336271,504210.2155964534,9.064966,54.471583,POINT (504210.2155964534 6035994.22336271),1.0,1.0,18145.0,Theodor Formella,doctors,doctor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{69481A3E-ECE4-4AA3-BDF3-482D28EDAB34},POINT (504079.6630509812 6036841.866162099),1.0,4.272100528462923
854,6042096.320145912,500175.7787587865,9.002716,54.526441,POINT (500175.7787587865 6042096.320145912),9.0,9.0,14732.0,Uro-Praxis-Nord,doctors,doctor,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,{FB16AB6F-51F9-4B0D-BBAA-CA79DFF647EE},POINT (503327.33198565734 6037272.0906744385),9.0,18.320614299227806
855,6037368.829502668,502725.39080048323,9.042067,54.483947,POINT (502725.39080048323 6037368.829502668),7.0,7.0,12092.0,Dr. med. Ronan Steinhart,doctors,doctor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{699BF0E7-018C-41A2-921B-8C4F6A84749E},POINT (503031.4562641241 6036863.369720797),7.0,2.8402313513513513
856,6036960.106196152,503638.5648017566,9.056157,54.480268,POINT (503638.5648017566 6036960.106196152),5.0,5.0,8809.0,Lucas Lomba,doctors,doctor,,,,,,,,,,Schulstraße,4,25813,Husum,,,,,,,,,,,,,,,,,{1A08B07A-8DD6-4D5D-89E7-E2EBD8FC17BC},POINT (503495.82315955346 6036769.846219812),5.0,0.9126324324324323
857,6035996.071590548,504283.1859734028,9.066092,54.471599,POINT (504283.1859734028 6035996.071590548),1.0,1.0,18145.0,Theodor Formella,doctors,doctor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{69481A3E-ECE4-4AA3-BDF3-482D28EDAB34},POINT (504079.6630509812 6036841.866162099),1.0,4.32557992270324
858,6036002.896538598,503955.00012660446,9.061028,54.471663,POINT (503955.00012660446 6036002.896538598),3.0,3.0,16233.0,Praxis ohne Grenzen,doctors,doctor,,Diakonisches Werk,,,,,,,,,,,,,,,,,,,,,,,,,,,,{B2E794E0-8AF5-4704-B658-9D917EBC687A},POINT (503347.8105594618 6036531.941358078),3.0,6.875053826458039
859,6036002.798711,504096.342893133,9.063209,54.471661,POINT (504096.342893133 6036002.798711),1.0,1.0,18145.0,Theodor Formella,doctors,doctor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{69481A3E-ECE4-4AA3-BDF3-482D28EDAB34},POINT (504079.6630509812 6036841.866162099),1.0,4.185842335811483
